tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
21-09-2026,00:00,16.0,Berawan,89.0,0.4
21-09-2026,01:00,16.0,Berawan,89.0,0.4
21-09-2026,02:00,16.0,Berawan,89.0,0.4
21-09-2026,03:00,16.0,Berawan,88.0,0.9
21-09-2026,04:00,16.0,Berawan,88.0,0.9
21-09-2026,05:00,16.0,Berawan,88.0,0.9
21-09-2026,06:00,20.0,Berawan,81.0,1.1
21-09-2026,07:00,20.0,Berawan,81.0,1.1
21-09-2026,08:00,20.0,Berawan,81.0,1.1
21-09-2026,09:00,24.0,Berawan,58.0,3.7
21-09-2026,10:00,24.0,Berawan,58.0,3.7
21-09-2026,11:00,24.0,Berawan,58.0,3.7
21-09-2026,12:00,24.0,Cerah Berawan,62.0,7.8
21-09-2026,13:00,24.0,Cerah Berawan,62.0,7.8
21-09-2026,14:00,24.0,Cerah Berawan,62.0,7.8
21-09-2026,15:00,20.0,Berawan,87.0,7.9
21-09-2026,16:00,20.0,Berawan,87.0,7.9
21-09-2026,17:00,20.0,Berawan,87.0,7.9
21-09-2026,18:00,18.0,Berawan,95.0,3.6
21-09-2026,19:00,18.0,Berawan,95.0,3.6
21-09-2026,20:00,18.0,Berawan,95.0,3.6
21-09-2026,21:00,17.0,Berawan,96.0,1.0
21-09-2026,22:00,17.0,Berawan,96.0,1.0
21-09-2026,23:00,17.0,Berawan,96.0,1.0
