tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
06-09-2026,04:00,20.0,Cerah,93.0,0.6
06-09-2026,05:00,20.0,Cerah,93.0,0.6
06-09-2026,06:00,20.0,Cerah,93.0,0.6
06-09-2026,07:00,20.0,Cerah,93.0,0.6
06-09-2026,08:00,20.0,Cerah,93.0,0.6
06-09-2026,09:00,22.0,Berawan,77.0,2.8
06-09-2026,10:00,22.0,Berawan,77.0,2.8
06-09-2026,11:00,22.0,Berawan,77.0,2.8
06-09-2026,12:00,21.0,Hujan Ringan,87.0,3.2
06-09-2026,13:00,21.0,Hujan Ringan,87.0,3.2
06-09-2026,14:00,21.0,Hujan Ringan,87.0,3.2
06-09-2026,15:00,18.0,Hujan Ringan,94.0,1.3
06-09-2026,16:00,18.0,Hujan Ringan,94.0,1.3
06-09-2026,17:00,18.0,Hujan Ringan,94.0,1.3
06-09-2026,18:00,18.0,Cerah Berawan,96.0,0.7
06-09-2026,19:00,18.0,Cerah Berawan,96.0,0.7
06-09-2026,20:00,18.0,Cerah Berawan,96.0,0.7
06-09-2026,21:00,18.0,Cerah Berawan,96.0,0.7
06-09-2026,22:00,18.0,Cerah Berawan,96.0,0.7
06-09-2026,23:00,18.0,Cerah Berawan,96.0,0.7
