tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
24-07-2026,00:00,15.0,Udara Kabur,95.0,1.8
24-07-2026,01:00,15.0,Udara Kabur,95.0,1.8
24-07-2026,02:00,15.0,Udara Kabur,95.0,1.8
24-07-2026,03:00,15.0,Udara Kabur,93.0,2.2
24-07-2026,04:00,15.0,Udara Kabur,93.0,2.2
24-07-2026,05:00,15.0,Udara Kabur,93.0,2.2
24-07-2026,06:00,19.0,Udara Kabur,86.0,0.7
24-07-2026,07:00,19.0,Udara Kabur,86.0,0.7
24-07-2026,08:00,19.0,Udara Kabur,86.0,0.7
24-07-2026,09:00,23.0,Berawan,63.0,6.5
24-07-2026,10:00,23.0,Berawan,63.0,6.5
24-07-2026,11:00,23.0,Berawan,63.0,6.5
24-07-2026,12:00,23.0,Berawan,60.0,8.7
24-07-2026,13:00,23.0,Berawan,60.0,8.7
24-07-2026,14:00,23.0,Berawan,60.0,8.7
24-07-2026,15:00,19.0,Cerah Berawan,87.0,6.1
24-07-2026,16:00,19.0,Cerah Berawan,87.0,6.1
24-07-2026,17:00,19.0,Cerah Berawan,87.0,6.1
24-07-2026,18:00,17.0,Cerah Berawan,94.0,5.5
24-07-2026,19:00,17.0,Cerah Berawan,94.0,5.5
24-07-2026,20:00,17.0,Cerah Berawan,94.0,5.5
24-07-2026,21:00,16.0,Cerah Berawan,91.0,3.7
24-07-2026,22:00,16.0,Cerah Berawan,91.0,3.7
24-07-2026,23:00,16.0,Cerah Berawan,91.0,3.7
