tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
23-07-2026,00:00,17.0,Berawan,98.0,1.9
23-07-2026,01:00,17.0,Berawan,98.0,1.9
23-07-2026,02:00,17.0,Berawan,98.0,1.9
23-07-2026,03:00,15.0,Udara Kabur,99.0,1.0
23-07-2026,04:00,15.0,Udara Kabur,99.0,1.0
23-07-2026,05:00,15.0,Udara Kabur,99.0,1.0
23-07-2026,06:00,19.0,Kabut/Asap,88.0,1.1
23-07-2026,07:00,19.0,Kabut/Asap,88.0,1.1
23-07-2026,08:00,19.0,Kabut/Asap,88.0,1.1
23-07-2026,09:00,23.0,Cerah Berawan,60.0,3.3
23-07-2026,10:00,23.0,Cerah Berawan,60.0,3.3
23-07-2026,11:00,23.0,Cerah Berawan,60.0,3.3
23-07-2026,12:00,24.0,Berawan,54.0,7.2
23-07-2026,13:00,24.0,Berawan,54.0,7.2
23-07-2026,14:00,24.0,Berawan,54.0,7.2
23-07-2026,15:00,21.0,Berawan,72.0,8.6
23-07-2026,16:00,21.0,Berawan,72.0,8.6
23-07-2026,17:00,21.0,Berawan,72.0,8.6
23-07-2026,18:00,17.0,Cerah Berawan,95.0,5.5
23-07-2026,19:00,17.0,Cerah Berawan,95.0,5.5
23-07-2026,20:00,17.0,Cerah Berawan,95.0,5.5
23-07-2026,21:00,16.0,Udara Kabur,93.0,2.3
23-07-2026,22:00,16.0,Udara Kabur,93.0,2.3
23-07-2026,23:00,16.0,Udara Kabur,93.0,2.3
