tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
28-08-2026,00:00,16.0,Cerah,73.0,4.6
28-08-2026,01:00,16.0,Cerah,73.0,4.6
28-08-2026,02:00,16.0,Cerah,73.0,4.6
28-08-2026,03:00,15.0,Cerah,74.0,4.0
28-08-2026,04:00,15.0,Cerah,74.0,4.0
28-08-2026,05:00,15.0,Cerah,74.0,4.0
28-08-2026,06:00,19.0,Cerah,71.0,5.5
28-08-2026,07:00,19.0,Cerah,71.0,5.5
28-08-2026,08:00,19.0,Cerah,71.0,5.5
28-08-2026,09:00,23.0,Cerah,57.0,9.8
28-08-2026,10:00,23.0,Cerah,57.0,9.8
28-08-2026,11:00,23.0,Cerah,57.0,9.8
28-08-2026,12:00,25.0,Cerah Berawan,49.0,13.3
28-08-2026,13:00,25.0,Cerah Berawan,49.0,13.3
28-08-2026,14:00,25.0,Cerah Berawan,49.0,13.3
28-08-2026,15:00,22.0,Cerah Berawan,61.0,15.9
28-08-2026,16:00,22.0,Cerah Berawan,61.0,15.9
28-08-2026,17:00,22.0,Cerah Berawan,61.0,15.9
28-08-2026,18:00,18.0,Cerah Berawan,72.0,8.1
28-08-2026,19:00,18.0,Cerah Berawan,72.0,8.1
28-08-2026,20:00,18.0,Cerah Berawan,72.0,8.1
28-08-2026,21:00,16.0,Berawan,73.0,5.1
28-08-2026,22:00,16.0,Berawan,73.0,5.1
28-08-2026,23:00,16.0,Berawan,73.0,5.1
