tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
14-09-2026,04:00,18.0,Berawan,95.0,1.7
14-09-2026,05:00,18.0,Berawan,95.0,1.7
14-09-2026,06:00,18.0,Berawan,95.0,1.7
14-09-2026,07:00,18.0,Berawan,95.0,1.7
14-09-2026,08:00,18.0,Berawan,95.0,1.7
14-09-2026,09:00,20.0,Hujan Ringan,88.0,2.1
14-09-2026,10:00,20.0,Hujan Ringan,88.0,2.1
14-09-2026,11:00,20.0,Hujan Ringan,88.0,2.1
14-09-2026,12:00,21.0,Hujan Ringan,84.0,4.4
14-09-2026,13:00,21.0,Hujan Ringan,84.0,4.4
14-09-2026,14:00,21.0,Hujan Ringan,84.0,4.4
14-09-2026,15:00,18.0,Hujan Ringan,97.0,1.3
14-09-2026,16:00,18.0,Hujan Ringan,97.0,1.3
14-09-2026,17:00,18.0,Hujan Ringan,97.0,1.3
14-09-2026,18:00,18.0,Hujan Petir,98.0,3.5
14-09-2026,19:00,18.0,Hujan Petir,98.0,3.5
14-09-2026,20:00,18.0,Hujan Petir,98.0,3.5
14-09-2026,21:00,17.0,Berawan,95.0,0.8
14-09-2026,22:00,17.0,Berawan,95.0,0.8
14-09-2026,23:00,17.0,Berawan,95.0,0.8
