tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
17-08-2026,00:00,17.0,Berawan,84.0,3.1
17-08-2026,01:00,17.0,Berawan,84.0,3.1
17-08-2026,02:00,16.0,Cerah Berawan,88.0,4.3
17-08-2026,03:00,16.0,Cerah Berawan,88.0,4.3
17-08-2026,04:00,16.0,Cerah Berawan,88.0,4.3
17-08-2026,05:00,17.0,Cerah Berawan,81.0,2.8
17-08-2026,06:00,17.0,Cerah Berawan,81.0,2.8
17-08-2026,07:00,17.0,Cerah Berawan,81.0,2.8
17-08-2026,08:00,23.0,Berawan,59.0,7.4
17-08-2026,09:00,23.0,Berawan,59.0,7.4
17-08-2026,10:00,23.0,Berawan,59.0,7.4
17-08-2026,11:00,26.0,Cerah Berawan,51.0,10.0
17-08-2026,12:00,26.0,Cerah Berawan,51.0,10.0
17-08-2026,13:00,26.0,Cerah Berawan,51.0,10.0
17-08-2026,14:00,21.0,Cerah Berawan,79.0,7.2
17-08-2026,15:00,21.0,Cerah Berawan,79.0,7.2
17-08-2026,16:00,21.0,Cerah Berawan,79.0,7.2
17-08-2026,17:00,18.0,Hujan Ringan,98.0,5.9
17-08-2026,18:00,18.0,Hujan Ringan,98.0,5.9
17-08-2026,19:00,18.0,Hujan Ringan,98.0,5.9
17-08-2026,20:00,17.0,Cerah Berawan,95.0,4.6
17-08-2026,21:00,17.0,Cerah Berawan,95.0,4.6
17-08-2026,22:00,17.0,Cerah Berawan,95.0,4.6
17-08-2026,23:00,17.0,Cerah Berawan,95.0,4.6
