tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
20-09-2026,11:00,29.0,Hujan Ringan,64.0,8.4
20-09-2026,12:00,29.0,Hujan Ringan,64.0,8.4
20-09-2026,13:00,29.0,Hujan Ringan,64.0,8.4
20-09-2026,14:00,29.0,Hujan Ringan,64.0,8.4
20-09-2026,15:00,29.0,Hujan Ringan,64.0,8.4
20-09-2026,16:00,26.0,Hujan Ringan,80.0,1.0
20-09-2026,17:00,26.0,Hujan Ringan,80.0,1.0
20-09-2026,18:00,26.0,Hujan Ringan,80.0,1.0
20-09-2026,19:00,23.0,Udara Kabur,93.0,2.6
20-09-2026,20:00,23.0,Udara Kabur,93.0,2.6
20-09-2026,21:00,23.0,Udara Kabur,93.0,2.6
20-09-2026,22:00,23.0,Cerah,96.0,1.8
20-09-2026,23:00,23.0,Cerah,96.0,1.8
