tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
21-09-2026,11:00,32.0,Udara Kabur,51.0,13.6
21-09-2026,12:00,32.0,Udara Kabur,51.0,13.6
21-09-2026,13:00,32.0,Udara Kabur,51.0,13.6
21-09-2026,14:00,32.0,Udara Kabur,51.0,13.6
21-09-2026,15:00,32.0,Udara Kabur,51.0,13.6
21-09-2026,16:00,25.0,Udara Kabur,82.0,0.5
21-09-2026,17:00,25.0,Udara Kabur,82.0,0.5
21-09-2026,18:00,25.0,Udara Kabur,82.0,0.5
21-09-2026,19:00,24.0,Cerah,94.0,1.7
21-09-2026,20:00,24.0,Cerah,94.0,1.7
21-09-2026,21:00,24.0,Cerah,94.0,1.7
21-09-2026,22:00,23.0,Cerah Berawan,95.0,2.3
21-09-2026,23:00,23.0,Cerah Berawan,95.0,2.3
