tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
27-08-2026,00:00,22.0,Cerah,88.0,3.2
27-08-2026,01:00,22.0,Cerah,88.0,3.2
27-08-2026,02:00,22.0,Cerah,88.0,3.2
27-08-2026,03:00,21.0,Udara Kabur,90.0,3.7
27-08-2026,04:00,21.0,Udara Kabur,90.0,3.7
27-08-2026,05:00,21.0,Udara Kabur,90.0,3.7
27-08-2026,06:00,25.0,Udara Kabur,74.0,4.3
27-08-2026,07:00,25.0,Udara Kabur,74.0,4.3
27-08-2026,08:00,25.0,Udara Kabur,74.0,4.3
27-08-2026,09:00,29.0,Cerah,58.0,7.2
27-08-2026,10:00,29.0,Cerah,58.0,7.2
27-08-2026,11:00,29.0,Cerah,58.0,7.2
27-08-2026,12:00,31.0,Cerah,52.0,10.5
27-08-2026,13:00,31.0,Cerah,52.0,10.5
27-08-2026,14:00,31.0,Cerah,52.0,10.5
27-08-2026,15:00,27.0,Cerah,70.0,7.8
27-08-2026,16:00,27.0,Cerah,70.0,7.8
27-08-2026,17:00,27.0,Cerah,70.0,7.8
27-08-2026,18:00,24.0,Cerah Berawan,82.0,6.7
27-08-2026,19:00,24.0,Cerah Berawan,82.0,6.7
27-08-2026,20:00,24.0,Cerah Berawan,82.0,6.7
27-08-2026,21:00,23.0,Cerah,86.0,7.1
27-08-2026,22:00,23.0,Cerah,86.0,7.1
27-08-2026,23:00,23.0,Cerah,86.0,7.1
