tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
29-07-2026,00:00,20.0,Udara Kabur,91.0,4.1
29-07-2026,01:00,20.0,Udara Kabur,91.0,4.1
29-07-2026,02:00,20.0,Udara Kabur,91.0,4.1
29-07-2026,03:00,19.0,Kabut/Asap,93.0,4.7
29-07-2026,04:00,19.0,Kabut/Asap,93.0,4.7
29-07-2026,05:00,19.0,Kabut/Asap,93.0,4.7
29-07-2026,06:00,25.0,Udara Kabur,73.0,4.1
29-07-2026,07:00,25.0,Udara Kabur,73.0,4.1
29-07-2026,08:00,25.0,Udara Kabur,73.0,4.1
29-07-2026,09:00,29.0,Cerah,60.0,7.1
29-07-2026,10:00,29.0,Cerah,60.0,7.1
29-07-2026,11:00,29.0,Cerah,60.0,7.1
29-07-2026,12:00,28.0,Cerah,66.0,9.5
29-07-2026,13:00,28.0,Cerah,66.0,9.5
29-07-2026,14:00,28.0,Cerah,66.0,9.5
29-07-2026,15:00,27.0,Cerah Berawan,73.0,6.4
29-07-2026,16:00,27.0,Cerah Berawan,73.0,6.4
29-07-2026,17:00,27.0,Cerah Berawan,73.0,6.4
29-07-2026,18:00,24.0,Cerah,92.0,1.6
29-07-2026,19:00,24.0,Cerah,92.0,1.6
29-07-2026,20:00,24.0,Cerah,92.0,1.6
29-07-2026,21:00,23.0,Cerah Berawan,94.0,2.5
29-07-2026,22:00,23.0,Cerah Berawan,94.0,2.5
29-07-2026,23:00,23.0,Cerah Berawan,94.0,2.5
