tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
01-08-2026,04:00,24.0,Cerah Berawan,89.0,0.4
01-08-2026,05:00,24.0,Cerah Berawan,89.0,0.4
01-08-2026,06:00,24.0,Cerah Berawan,89.0,0.4
01-08-2026,07:00,24.0,Cerah Berawan,89.0,0.4
01-08-2026,08:00,24.0,Cerah Berawan,89.0,0.4
01-08-2026,09:00,27.0,Cerah Berawan,78.0,7.8
01-08-2026,10:00,27.0,Cerah Berawan,78.0,7.8
01-08-2026,11:00,27.0,Cerah Berawan,78.0,7.8
01-08-2026,12:00,26.0,Cerah Berawan,83.0,8.3
01-08-2026,13:00,26.0,Cerah Berawan,83.0,8.3
01-08-2026,14:00,26.0,Cerah Berawan,83.0,8.3
01-08-2026,15:00,24.0,Cerah,88.0,6.0
01-08-2026,16:00,24.0,Cerah,88.0,6.0
01-08-2026,17:00,24.0,Cerah,88.0,6.0
01-08-2026,18:00,23.0,Cerah,93.0,1.5
01-08-2026,19:00,23.0,Cerah,93.0,1.5
01-08-2026,20:00,23.0,Cerah,93.0,1.5
01-08-2026,21:00,23.0,Cerah,92.0,0.4
01-08-2026,22:00,23.0,Cerah,92.0,0.4
01-08-2026,23:00,23.0,Cerah,92.0,0.4
