tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
17-08-2026,04:00,24.0,Udara Kabur,85.0,2.9
17-08-2026,05:00,24.0,Udara Kabur,85.0,2.9
17-08-2026,06:00,24.0,Udara Kabur,85.0,2.9
17-08-2026,07:00,24.0,Udara Kabur,85.0,2.9
17-08-2026,08:00,24.0,Udara Kabur,85.0,2.9
17-08-2026,09:00,28.0,Cerah,69.0,3.0
17-08-2026,10:00,28.0,Cerah,69.0,3.0
17-08-2026,11:00,28.0,Cerah,69.0,3.0
17-08-2026,12:00,29.0,Cerah,68.0,8.0
17-08-2026,13:00,29.0,Cerah,68.0,8.0
17-08-2026,14:00,29.0,Cerah,68.0,8.0
17-08-2026,15:00,29.0,Cerah,65.0,6.2
17-08-2026,16:00,29.0,Cerah,65.0,6.2
17-08-2026,17:00,29.0,Cerah,65.0,6.2
17-08-2026,18:00,25.0,Cerah,83.0,1.3
17-08-2026,19:00,25.0,Cerah,83.0,1.3
17-08-2026,20:00,25.0,Cerah,83.0,1.3
17-08-2026,21:00,22.0,Cerah,91.0,5.2
17-08-2026,22:00,22.0,Cerah,91.0,5.2
17-08-2026,23:00,22.0,Cerah,91.0,5.2
