source_id,provider,state,success,points,ema_success,ema_completeness,consecutive_failures,http_status,duration_ms,error
BMKG,BMKG,DEGRADED,False,0,1.0,0.9754,0,,60,BMKG tidak mengembalikan kandidat untuk target date
CMA,Open-Meteo / CMA GRAPES,ACTIVE,True,24,1.0,1.0,0,200,415,
ECMWF,Open-Meteo / ECMWF,ACTIVE,True,24,1.0,1.0,0,200,412,
GFS,Open-Meteo / NOAA GFS,ACTIVE,True,24,1.0,1.0,0,200,435,
ICON,Open-Meteo / DWD ICON,ACTIVE,True,24,1.0,1.0,0,200,408,
METEOFRANCE,Open-Meteo / Meteo-France,ACTIVE,True,24,1.0,1.0,0,200,427,
UKMO,Open-Meteo / UK Met Office,ACTIVE,True,24,1.0,1.0,0,200,428,
