tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
11-09-2026,11:00,31.0,Cerah,52.0,10.3
11-09-2026,12:00,31.0,Cerah,52.0,10.3
11-09-2026,13:00,31.0,Cerah,52.0,10.3
11-09-2026,14:00,31.0,Cerah,52.0,10.3
11-09-2026,15:00,31.0,Cerah,52.0,10.3
11-09-2026,16:00,26.0,Cerah,74.0,2.4
11-09-2026,17:00,26.0,Cerah,74.0,2.4
11-09-2026,18:00,26.0,Cerah,74.0,2.4
11-09-2026,19:00,25.0,Udara Kabur,83.0,3.2
11-09-2026,20:00,25.0,Udara Kabur,83.0,3.2
11-09-2026,21:00,25.0,Udara Kabur,83.0,3.2
11-09-2026,22:00,23.0,Udara Kabur,96.0,0.6
11-09-2026,23:00,23.0,Udara Kabur,96.0,0.6
