lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status
1,2026-08-10T07:00:00+07:00,2026-08-11T07:00:00+07:00,1.6858417259901424,0.09999999999999995,3.4170970701182015,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-08-10,31.06,30.023032572992644,23.618904124035716,36.44914821665157,25.06,25.06,25.06,6.164342029759036,provisional_proxy_calibrated
2,2026-08-11T07:00:00+07:00,2026-08-12T07:00:00+07:00,10.109235004898286,1.1590234536734951,25.00910966887359,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-08-11,31.06,30.31799216729628,18.965644457288107,42.59070739864855,21.52,21.49,21.54,9.772723653502172,provisional_proxy_calibrated
3,2026-08-12T07:00:00+07:00,2026-08-13T07:00:00+07:00,29.042628351659584,4.199999999999999,70.65,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",2026-08-12,31.06,33.45919106351344,16.495880506823312,53.82605422450676,18.26,17.97,18.5,11.716135438083638,provisional_proxy_calibrated
