lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,spatial_point_count,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status,irrigation_reference_m3s,ecological_release_reference_m3s,indicative_plant_available_m3s,design_discharge_m3s,engineering_scenario_status
1,2026-09-25T07:00:00+07:00,2026-09-26T07:00:00+07:00,0.1875,0.0,0.5625,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-09-25,1.16,1.7631963712364382,0.0,8.463132562534014,3.75,3.69,3.8,6.663402174310322,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
2,2026-09-26T07:00:00+07:00,2026-09-27T07:00:00+07:00,0.8125,0.0,2.2875000000000005,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-09-26,1.16,2.407728482200736,0.0,13.488639981671046,2.86,2.72,2.96,10.901861367471971,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
3,2026-09-27T07:00:00+07:00,2026-09-28T07:00:00+07:00,2.079166666666667,0.0,5.0,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-09-27,1.16,3.1547700822858893,0.0,17.194192728925763,2.96,2.33,3.16,13.581617523844354,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
