valid_time_wib,rain_mean_mm,rain_median_mm,rain_p10_mm,rain_p90_mm,model_spread_mm,model_count,model_list,model_agreement_rain_pct,data_status
2026-07-18T07:00:00+07:00,0.033175027128535164,0.0,0.0,0.0995250813856055,0.199050162771211,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",16.666666666666664,cukup
2026-07-18T08:00:00+07:00,0.0,0.0,0.0,0.0,0.0,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",0.0,cukup
2026-07-18T09:00:00+07:00,0.0,0.0,0.0,0.0,0.0,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",0.0,cukup
2026-07-18T10:00:00+07:00,0.0,0.0,0.0,0.0,0.0,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",0.0,cukup
2026-07-18T11:00:00+07:00,0.5650940296279946,0.250949837228789,0.0,1.4443322516551946,2.0834589782397646,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",50.0,cukup
2026-07-18T12:00:00+07:00,0.7821944900505464,0.300949837228789,0.09999999999999999,1.9456336329228505,1.9834589782397645,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",66.66666666666666,cukup
2026-07-18T13:00:00+07:00,0.8064677429289385,0.5,0.10332443030076145,1.8160787984860542,2.0768101176382414,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",83.33333333333334,cukup
2026-07-18T14:00:00+07:00,1.3009951938673692,1.3499999999999996,0.004749186143944953,2.548236395458163,3.5747262440854666,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",66.66666666666666,cukup
2026-07-18T15:00:00+07:00,1.9583612241572783,2.0500000000000003,0.9037993489151558,2.9212843235566788,3.1671275462551547,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",100.0,cukup
2026-07-18T16:00:00+07:00,2.3307041027288924,1.9999999999999996,0.7547491861439449,4.2373631220427335,4.390501627712109,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",100.0,cukup
2026-07-18T17:00:00+07:00,1.3358251077515948,0.6939992873040424,0.2134760359507421,3.0999999999999996,3.2999999999999994,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",83.33333333333334,cukup
2026-07-18T18:00:00+07:00,1.5190001348801296,0.6435243686896479,0.16347603595074212,3.75,4.7,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",83.33333333333334,cukup
2026-07-18T19:00:00+07:00,1.6112003108343356,0.8457755871860931,0.33782534531691394,3.6499999999999995,4.499999999999999,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",83.33333333333334,cukup
2026-07-18T20:00:00+07:00,0.6939826690654947,0.15,0.02434930936617192,1.9075986978303119,3.1,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",50.0,cukup
2026-07-18T21:00:00+07:00,0.31872464732904277,0.15,0.0,0.8061739419871283,1.0,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",50.0,cukup
2026-07-18T22:00:00+07:00,0.3174581976906575,0.15,0.0,0.8023745930719723,1.0047491861439448,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",50.0,cukup
2026-07-18T23:00:00+07:00,0.3100161109129686,0.2056990233727339,0.0,0.7243493093661719,1.0,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",50.0,cukup
2026-07-19T00:00:00+07:00,0.1265244713748371,0.049999999999999996,0.0,0.32957341412451135,0.4486986187323438,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",33.33333333333333,cukup
2026-07-19T01:00:00+07:00,0.09208299460791662,0.0,0.0,0.27624898382374985,0.4486986187323438,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",33.33333333333333,cukup
2026-07-19T02:00:00+07:00,0.025375203082740858,0.0,0.0,0.07612560924822258,0.15130138126765616,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",16.666666666666664,cukup
2026-07-19T03:00:00+07:00,0.025216896877942693,0.0,0.0,0.07565069063382808,0.15130138126765616,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",16.666666666666664,cukup
2026-07-19T04:00:00+07:00,0.042516788363802016,0.0018996744575779812,0.0,0.12565069063382808,0.15130138126765616,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",16.666666666666664,cukup
2026-07-19T05:00:00+07:00,0.0797500337200325,0.0014247558431834857,0.0,0.23782534531691402,0.39999999999999997,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",16.666666666666664,cukup
2026-07-19T06:00:00+07:00,0.029275115105638013,0.0,0.0,0.08782534531691404,0.09999999999999999,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",0.0,cukup
2026-07-19T07:00:00+07:00,0.012608448438971347,0.0,0.0,0.03782534531691404,0.07565069063382808,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",0.0,cukup
2026-07-19T08:00:00+07:00,0.00811643645539064,0.0,0.0,0.02434930936617192,0.04869861873234384,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",0.0,cukup
2026-07-19T09:00:00+07:00,0.058116436455390635,0.02434930936617192,0.0,0.15,0.19999999999999998,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",16.666666666666664,cukup
2026-07-19T10:00:00+07:00,0.13754985776582682,0.08782534531691404,0.02434930936617192,0.30047491861439446,0.40094983722878896,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",33.33333333333333,cukup
2026-07-19T11:00:00+07:00,0.9592595115182486,0.8482237001179492,0.4499999999999999,1.579554834436797,1.8000000000000007,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",100.0,cukup
2026-07-19T12:00:00+07:00,1.6724600599179034,1.7186815610213664,0.8486986187323438,2.45,2.102602762535312,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",100.0,cukup
2026-07-19T13:00:00+07:00,2.192200175954205,2.1009498372287894,1.0486986187323435,3.426952071901483,3.9026027625353104,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",100.0,cukup
