tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
10-09-2026,11:00,31.0,Cerah,49.0,4.4
10-09-2026,12:00,31.0,Cerah,49.0,4.4
10-09-2026,13:00,31.0,Cerah,49.0,4.4
10-09-2026,14:00,31.0,Cerah,49.0,4.4
10-09-2026,15:00,31.0,Cerah,49.0,4.4
10-09-2026,16:00,26.0,Cerah,78.0,2.8
10-09-2026,17:00,26.0,Cerah,78.0,2.8
10-09-2026,18:00,26.0,Cerah,78.0,2.8
10-09-2026,19:00,24.0,Cerah,89.0,6.1
10-09-2026,20:00,24.0,Cerah,89.0,6.1
10-09-2026,21:00,24.0,Cerah,89.0,6.1
10-09-2026,22:00,23.0,Cerah,87.0,7.0
10-09-2026,23:00,23.0,Cerah,87.0,7.0
