tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
28-08-2026,00:00,23.0,Cerah,84.0,6.9
28-08-2026,01:00,23.0,Cerah,84.0,6.9
28-08-2026,02:00,22.0,Udara Kabur,88.0,5.3
28-08-2026,03:00,22.0,Udara Kabur,88.0,5.3
28-08-2026,04:00,22.0,Udara Kabur,88.0,5.3
28-08-2026,05:00,23.0,Cerah,83.0,5.1
28-08-2026,06:00,23.0,Cerah,83.0,5.1
28-08-2026,07:00,23.0,Cerah,83.0,5.1
28-08-2026,08:00,29.0,Cerah,60.0,6.0
28-08-2026,09:00,29.0,Cerah,60.0,6.0
28-08-2026,10:00,29.0,Cerah,60.0,6.0
28-08-2026,11:00,32.0,Cerah,49.0,9.9
28-08-2026,12:00,32.0,Cerah,49.0,9.9
28-08-2026,13:00,32.0,Cerah,49.0,9.9
28-08-2026,14:00,30.0,Cerah Berawan,49.0,4.7
28-08-2026,15:00,30.0,Cerah Berawan,49.0,4.7
28-08-2026,16:00,30.0,Cerah Berawan,49.0,4.7
28-08-2026,17:00,24.0,Cerah,83.0,5.4
28-08-2026,18:00,24.0,Cerah,83.0,5.4
28-08-2026,19:00,24.0,Cerah,83.0,5.4
28-08-2026,20:00,24.0,Cerah,88.0,6.2
28-08-2026,21:00,24.0,Cerah,88.0,6.2
28-08-2026,22:00,24.0,Cerah,88.0,6.2
28-08-2026,23:00,24.0,Cerah,88.0,6.2
