tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
24-09-2026,06:00,29.0,Cerah,64.0,7.5
24-09-2026,07:00,29.0,Cerah,64.0,7.5
24-09-2026,08:00,29.0,Cerah,64.0,7.5
24-09-2026,09:00,29.0,Cerah,64.0,7.5
24-09-2026,10:00,29.0,Cerah,64.0,7.5
24-09-2026,11:00,28.0,Hujan Ringan,75.0,8.1
24-09-2026,12:00,28.0,Hujan Ringan,75.0,8.1
24-09-2026,13:00,28.0,Hujan Ringan,75.0,8.1
24-09-2026,14:00,29.0,Cerah,66.0,5.5
24-09-2026,15:00,29.0,Cerah,66.0,5.5
24-09-2026,16:00,29.0,Cerah,66.0,5.5
24-09-2026,17:00,24.0,Udara Kabur,96.0,0.7
24-09-2026,18:00,24.0,Udara Kabur,96.0,0.7
24-09-2026,19:00,24.0,Udara Kabur,96.0,0.7
24-09-2026,20:00,24.0,Udara Kabur,95.0,1.4
24-09-2026,21:00,24.0,Udara Kabur,95.0,1.4
24-09-2026,22:00,24.0,Udara Kabur,95.0,1.4
24-09-2026,23:00,24.0,Udara Kabur,95.0,1.4
