tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
06-08-2026,00:00,20.0,Udara Kabur,94.0,2.1
06-08-2026,01:00,20.0,Udara Kabur,94.0,2.1
06-08-2026,02:00,20.0,Udara Kabur,94.0,2.1
06-08-2026,03:00,19.0,Kabut/Asap,94.0,2.6
06-08-2026,04:00,19.0,Kabut/Asap,94.0,2.6
06-08-2026,05:00,19.0,Kabut/Asap,94.0,2.6
06-08-2026,06:00,24.0,Udara Kabur,74.0,3.2
06-08-2026,07:00,24.0,Udara Kabur,74.0,3.2
06-08-2026,08:00,24.0,Udara Kabur,74.0,3.2
06-08-2026,09:00,29.0,Cerah Berawan,57.0,5.7
06-08-2026,10:00,29.0,Cerah Berawan,57.0,5.7
06-08-2026,11:00,29.0,Cerah Berawan,57.0,5.7
06-08-2026,12:00,30.0,Cerah,52.0,6.4
06-08-2026,13:00,30.0,Cerah,52.0,6.4
06-08-2026,14:00,30.0,Cerah,52.0,6.4
06-08-2026,15:00,28.0,Berawan,59.0,7.6
06-08-2026,16:00,28.0,Berawan,59.0,7.6
06-08-2026,17:00,28.0,Berawan,59.0,7.6
06-08-2026,18:00,25.0,Cerah Berawan,79.0,4.1
06-08-2026,19:00,25.0,Cerah Berawan,79.0,4.1
06-08-2026,20:00,25.0,Cerah Berawan,79.0,4.1
06-08-2026,21:00,23.0,Berawan,88.0,1.1
06-08-2026,22:00,23.0,Berawan,88.0,1.1
06-08-2026,23:00,23.0,Berawan,88.0,1.1
