tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
21-07-2026,00:00,21.0,Udara Kabur,94.0,2.5
21-07-2026,01:00,21.0,Udara Kabur,94.0,2.5
21-07-2026,02:00,21.0,Udara Kabur,94.0,2.5
21-07-2026,03:00,21.0,Udara Kabur,94.0,2.5
21-07-2026,04:00,20.0,Udara Kabur,95.0,5.5
21-07-2026,05:00,20.0,Udara Kabur,95.0,5.5
21-07-2026,06:00,20.0,Udara Kabur,95.0,5.5
21-07-2026,07:00,26.0,Cerah,77.0,5.2
21-07-2026,08:00,26.0,Cerah,77.0,5.2
21-07-2026,09:00,26.0,Cerah,77.0,5.2
21-07-2026,10:00,29.0,Cerah,61.0,6.3
21-07-2026,11:00,29.0,Cerah,61.0,6.3
21-07-2026,12:00,29.0,Cerah,61.0,6.3
21-07-2026,13:00,28.0,Cerah,63.0,5.0
21-07-2026,14:00,28.0,Cerah,63.0,5.0
21-07-2026,15:00,28.0,Cerah,63.0,5.0
21-07-2026,16:00,25.0,Cerah,82.0,2.3
21-07-2026,17:00,25.0,Cerah,82.0,2.3
21-07-2026,18:00,25.0,Cerah,82.0,2.3
21-07-2026,19:00,23.0,Udara Kabur,95.0,2.9
21-07-2026,20:00,23.0,Udara Kabur,95.0,2.9
21-07-2026,21:00,23.0,Udara Kabur,95.0,2.9
21-07-2026,22:00,22.0,Udara Kabur,98.0,3.3
21-07-2026,23:00,22.0,Udara Kabur,98.0,3.3
