tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
01-09-2026,04:00,25.0,Cerah,80.0,1.6
01-09-2026,05:00,25.0,Cerah,80.0,1.6
01-09-2026,06:00,25.0,Cerah,80.0,1.6
01-09-2026,07:00,25.0,Cerah,80.0,1.6
01-09-2026,08:00,25.0,Cerah,80.0,1.6
01-09-2026,09:00,31.0,Cerah Berawan,60.0,9.8
01-09-2026,10:00,31.0,Cerah Berawan,60.0,9.8
01-09-2026,11:00,31.0,Cerah Berawan,60.0,9.8
01-09-2026,12:00,33.0,Cerah Berawan,61.0,9.7
01-09-2026,13:00,33.0,Cerah Berawan,61.0,9.7
01-09-2026,14:00,33.0,Cerah Berawan,61.0,9.7
01-09-2026,15:00,27.0,Cerah,78.0,3.4
01-09-2026,16:00,27.0,Cerah,78.0,3.4
01-09-2026,17:00,27.0,Cerah,78.0,3.4
01-09-2026,18:00,25.0,Cerah Berawan,93.0,1.4
01-09-2026,19:00,25.0,Cerah Berawan,93.0,1.4
01-09-2026,20:00,25.0,Cerah Berawan,93.0,1.4
01-09-2026,21:00,24.0,Cerah Berawan,93.0,0.6
01-09-2026,22:00,24.0,Cerah Berawan,93.0,0.6
01-09-2026,23:00,24.0,Cerah Berawan,93.0,0.6
