tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
26-08-2026,00:00,22.0,Cerah,93.0,0.7
26-08-2026,01:00,22.0,Cerah,93.0,0.7
26-08-2026,02:00,22.0,Cerah,93.0,0.7
26-08-2026,03:00,21.0,Udara Kabur,97.0,2.0
26-08-2026,04:00,21.0,Udara Kabur,97.0,2.0
26-08-2026,05:00,21.0,Udara Kabur,97.0,2.0
26-08-2026,06:00,24.0,Udara Kabur,84.0,3.6
26-08-2026,07:00,24.0,Udara Kabur,84.0,3.6
26-08-2026,08:00,24.0,Udara Kabur,84.0,3.6
26-08-2026,09:00,29.0,Cerah,61.0,7.3
26-08-2026,10:00,29.0,Cerah,61.0,7.3
26-08-2026,11:00,29.0,Cerah,61.0,7.3
26-08-2026,12:00,30.0,Cerah Berawan,56.0,10.3
26-08-2026,13:00,30.0,Cerah Berawan,56.0,10.3
26-08-2026,14:00,30.0,Cerah Berawan,56.0,10.3
26-08-2026,15:00,28.0,Cerah,65.0,3.0
26-08-2026,16:00,28.0,Cerah,65.0,3.0
26-08-2026,17:00,28.0,Cerah,65.0,3.0
26-08-2026,18:00,24.0,Cerah,83.0,2.6
26-08-2026,19:00,24.0,Cerah,83.0,2.6
26-08-2026,20:00,24.0,Cerah,83.0,2.6
26-08-2026,21:00,23.0,Cerah,90.0,3.9
26-08-2026,22:00,23.0,Cerah,90.0,3.9
26-08-2026,23:00,23.0,Cerah,90.0,3.9
