tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
04-09-2026,04:00,24.0,Udara Kabur,67.0,3.1
04-09-2026,05:00,24.0,Udara Kabur,67.0,3.1
04-09-2026,06:00,24.0,Udara Kabur,67.0,3.1
04-09-2026,07:00,24.0,Udara Kabur,67.0,3.1
04-09-2026,08:00,24.0,Udara Kabur,67.0,3.1
04-09-2026,09:00,29.0,Cerah,48.0,5.6
04-09-2026,10:00,29.0,Cerah,48.0,5.6
04-09-2026,11:00,29.0,Cerah,48.0,5.6
04-09-2026,12:00,32.0,Cerah,41.0,8.9
04-09-2026,13:00,32.0,Cerah,41.0,8.9
04-09-2026,14:00,32.0,Cerah,41.0,8.9
04-09-2026,15:00,30.0,Cerah,51.0,10.6
04-09-2026,16:00,30.0,Cerah,51.0,10.6
04-09-2026,17:00,30.0,Cerah,51.0,10.6
04-09-2026,18:00,25.0,Cerah,70.0,3.1
04-09-2026,19:00,25.0,Cerah,70.0,3.1
04-09-2026,20:00,25.0,Cerah,70.0,3.1
04-09-2026,21:00,22.0,Cerah,84.0,5.5
04-09-2026,22:00,22.0,Cerah,84.0,5.5
04-09-2026,23:00,22.0,Cerah,84.0,5.5
