lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,spatial_point_count,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status,irrigation_reference_m3s,ecological_release_reference_m3s,indicative_plant_available_m3s,design_discharge_m3s,engineering_scenario_status
1,2026-07-21T14:00:00+07:00,2026-07-22T14:00:00+07:00,2.9250000000000003,1.6,4.75,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-07-21,1.58,2.4362792267210156,0.0,9.277480283702634,1.7,1.61,1.71,6.663402174310322,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
2,2026-07-22T14:00:00+07:00,2026-07-23T14:00:00+07:00,2.8541666666666665,1.0250000000000001,5.5875,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-07-22,1.58,3.2578989100957627,0.0,14.598087705270745,3.33,3.29,3.35,10.901861367471971,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
3,2026-07-23T14:00:00+07:00,2026-07-24T14:00:00+07:00,1.2333333333333332,0.1125,2.5875000000000004,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-07-23,1.58,3.8949753654374804,0.0,18.032639108579176,3.92,3.24,4.22,13.581617523844354,provisional_proxy_calibrated,3.0,0.6,0.2949753654374804,22.0,indicative_without_upstream_release_schedule
